degree_id,roi_score,estimated_payback_months,demand_score,future_outlook_score,ai_disruption_risk,methodology_version,rationale,source_names,assessed_at,updated_at
dd18b6e8-b53f-4d9d-abfe-1a4af6225e07,73,45,54,55,67,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
a382ad29-878d-452e-b06f-29d66685da32,60,53,63,66,31,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
eb05d0e4-8c80-410f-9827-e5cc218a4f69,74,60,87,72,34,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
5255e06f-d991-4cc0-86e8-2519992db240,73,59,66,62,83,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
8ab39b3f-042d-4a9d-911f-962519cf71f2,51,38,68,73,60,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
2a97c5d9-fb39-49f7-b95a-8c1e98e82f4c,64,49,89,78,43,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
ee0b6f0a-64d4-4594-a00a-0d8d2a80a33c,54,23,84,86,35,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
c4690d6f-b9f8-430f-8220-b9d39c39e88d,58,40,94,61,78,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
bff6df4d-7f0f-4259-85e2-298ba6d8a492,85,62,84,53,23,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
2801b3ed-4e5d-41e0-aa25-32fe8010c8c0,82,23,82,69,25,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
f5899eec-5d76-49a8-969f-676a53fb2bff,81,45,87,76,64,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
063aa96e-7ebe-4ee0-a1fe-6bd5fd1112f9,67,32,73,85,31,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
addf426e-e626-42f5-b694-8dda839f1eff,78,34,57,83,56,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
e94e4e83-d5f1-4147-93f3-10147050fc1e,76,25,81,52,73,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
6ee1763e-0ccd-4631-8d8f-37c1778f1cf9,71,27,77,86,85,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
8b6de74a-8810-4bcb-ab1e-59a1b3712f15,68,64,68,91,34,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
c0c3abbc-e5a9-49fd-92db-8fda7d65e267,61,30,50,65,75,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
3d11718e-4177-4dbf-b7a3-10c77746126f,84,30,55,58,25,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
988121df-af66-4b5b-8b81-7451e64d384d,77,55,78,75,31,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
31f2444d-98e9-4599-ae94-cc3adb0367b1,64,52,52,66,71,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
e94b0309-f804-4ed8-894a-7016b8fedde5,83,22,79,87,48,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
b082c055-0d79-4db5-a1ac-77a668e66931,89,52,56,71,19,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
b155d786-ba78-4d45-a657-d17abc879430,59,20,68,68,46,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
e6cc97e4-2ff1-446d-a0cc-398693a3b521,70,41,82,87,32,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
06dcc295-9668-4bf8-b8b0-04ba8d395d29,69,48,84,65,54,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
860bceed-1010-48cc-809e-5548850a701c,51,64,60,70,57,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
5f123828-618f-4808-abb1-bd9e3a8fc7b7,64,28,60,52,70,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
8fd90b01-92c2-46cd-9d50-266048fe270c,83,39,51,89,74,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
4382adc7-b3f1-4cc2-a2db-866662d1b4f5,61,52,75,74,41,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
f8331133-0f8e-44e5-8d5f-6ce3059ccc61,62,56,73,55,66,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
50c8f997-dad3-4077-b6fb-c564432e6f54,57,22,80,75,29,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
3027d61b-20d3-4843-90c4-39af6a4f8904,83,48,77,58,57,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
b52ae384-25d4-4292-b110-107b83f54478,69,28,78,64,51,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
d0729b31-1b1e-44c9-a6b9-24ecf0dbe74b,90,66,73,70,33,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
cefccce9-9033-4f21-ad89-b0fafcafe991,53,28,68,72,55,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
0cd5ed93-e7ea-4313-8483-2787e3fed07d,55,43,78,85,81,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
70328be4-d434-4bf2-933c-6073a0f8ae35,70,23,91,64,22,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
828c3d22-3ea5-43a1-892d-3264672f054d,57,69,83,91,77,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
890bae64-a5a5-4d09-b101-f68077170708,80,27,87,92,28,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
e804e084-4c67-4b32-837e-c999f7c47313,88,67,63,56,62,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
ff9cdb33-2cee-49b3-989a-c5071cbe51ec,49,25,83,92,81,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
304074d6-26bc-45ed-9f4f-57ff91ebed35,68,56,93,54,43,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
a16a0462-ce29-402e-8e3f-c1617bdd2c3c,52,34,55,76,43,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
beab2a10-5f35-4210-8d11-f5e7a623ae9d,59,66,79,53,29,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
90fc3d4f-0fe6-48ec-9a42-e06eba08bfb7,85,65,54,75,85,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
5d72cad1-a961-4e45-bcae-8d5e8b46ca7d,92,23,57,69,19,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
944f13a2-df7a-4cd6-a594-14595dc3e3b2,78,34,88,68,56,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
178ff8b5-410a-4a94-819e-fe203ea5d1f5,87,37,89,52,21,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
7e3beadb-9806-43f2-9666-72d401ef958d,91,64,92,88,65,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
71ea22d2-2728-4a1a-9b16-02ac1c075c9f,84,36,86,89,40,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
49a29681-1c24-472c-b5d8-ce76f61c9873,71,38,84,77,78,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
bd5c039f-f55c-48a4-96e5-f9764dd97173,78,51,69,70,35,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
9521f6c0-9da9-4259-b041-566824f2663a,50,54,81,84,58,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
e51895bf-4b78-49a2-b48d-20d0cba1aeae,83,48,70,86,32,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
15165f7c-17d3-4040-acb8-fd22eb195514,69,30,58,72,33,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
cbab84b1-28e8-43ff-b947-d40a0e26e63a,49,36,95,91,67,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
5a72b1be-18a8-48ff-a1cf-e374333815f8,68,30,70,60,43,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
907a7115-875c-404f-9cee-43ca71367b18,53,56,60,58,46,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
abc1ba60-be32-4f49-ae59-ebe89f5a854a,75,38,64,71,52,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
78c7de15-e093-45e6-bfb4-272dcde80fc0,76,54,61,70,35,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
c1900e45-a270-4911-bd64-4b9883f8cd15,90,37,75,58,83,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
8ebaaf5c-91c3-4c23-aea4-c0eff64c4e8e,54,55,61,94,24,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
2c5e6c51-3d22-4554-927b-318cfd8f2664,76,28,63,68,26,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
b21efbb9-f7f3-4206-94ff-915a2aafb291,76,46,55,73,34,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
20c25502-dfff-4d83-8961-c530dacc15a4,75,25,78,94,24,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
2c529586-efde-4112-a682-06a0f4ab3354,59,53,71,60,63,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
7a285779-7eba-478b-806f-346148206e10,78,28,69,52,75,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
317f2992-4fea-4c92-bab0-4f81972cc7c0,70,34,83,55,46,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
45247f5c-ab52-443f-a9a1-c6a70d94a849,70,35,94,73,32,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
3c27453b-3cc8-42f5-9d58-83036b68a35a,57,57,57,55,82,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
041c1613-0cb5-4104-ae03-13db13ceb890,59,23,75,76,53,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
daff69ff-ec4a-4779-9ab8-5627b8af6baa,53,53,52,73,68,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
5b9e8998-0054-4fb7-a541-571006acc044,81,72,71,59,21,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
30573631-da9d-40cc-aba8-68f0234a6623,51,30,76,68,30,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
edb58c09-c152-4b5b-9cdb-25b6c6053eca,65,27,95,93,56,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
ca96d610-3231-424f-8c8b-fc5aec0d568e,84,27,65,59,22,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
00274916-d298-4ccf-bda6-36f837230f47,77,26,74,81,41,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
26b18c41-7dcd-4d7f-9350-8fdb4d03c139,80,58,91,66,26,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
de820797-ea7e-4088-9ba0-d653fff190d4,55,48,71,61,85,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
5a7bd08f-d575-4a6a-b7f8-ca40340a149f,80,18,63,85,23,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
5d1237e9-3ca7-498d-8982-b63dc0663fca,57,28,81,80,27,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
d7dd4a7f-d97e-4c92-9007-957982746267,57,57,93,85,75,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
9b8a9004-a82a-4b74-ba3b-e63dbe1a9389,59,72,66,72,51,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
f4712f2f-022d-4ea4-a6c1-3664c99ba285,90,21,95,83,20,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
466ac220-c23b-49ce-87a4-83e7b3fb1c73,77,35,65,58,56,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
d4d99ecf-20d0-463f-ade5-6b3e6f8e3ee9,82,44,80,65,26,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
994ee6f7-f985-4bdf-959b-86ef4412c536,83,28,55,63,35,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
7ed8181e-debe-42c6-952f-0f5df107ace6,85,60,72,75,72,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
3916ff17-5dea-443f-a032-e56b643a768a,57,48,74,78,45,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
0a6d5c06-b0c4-4afc-8904-e2989cb430f5,75,20,87,77,77,education-outlook-2026.1,"Indicative comparative score generated from discipline, specialization, cost, and career-demand categories; replace with sourced institutional outcomes before high-stakes use.","{""Career catalog demand taxonomy"",""Indicative education cost model""}",2026-06-14,2026-06-14 05:26:28.246259+00
