id,career_id,responsibility,display_order
16cacf96-1a71-4779-8f13-55de8e8f0bb0,79d03ba3-224c-4060-bd82-d45f75d0658c,Supports dentists during procedures.,1
719c5cd7-abde-4857-8384-d22705b07b2f,b973f261-0852-40f5-822c-484ac6ccb212,Cleans teeth and educates patients.,1
5bae18c3-7da3-4fb5-8124-555b5625626b,cd03f834-e6f9-4375-b504-d53dfd174b4a,Provides oral and dental care.,1
91b9b000-b540-4353-a9e9-e60bf376c1dc,f8ecb70d-2b52-44d1-8f14-290126307025,Treats skin conditions.,1
67db923b-cbe9-42d4-b05a-3b8e6d19d2ea,4bda8de2-72a5-419a-bbcd-df1e8c4cb211,Promotes regional tourism.,1
acfcbc6c-9b3f-446a-b02c-0cef84fd8433,c10faacf-2c25-400f-9a24-ca072475bab2,Investigates crimes.,1
7cf51b90-a206-49fe-ad94-6a60be8d96a1,e6c1af97-a1a5-4250-953f-2254f57f761c,Engages developer communities.,1
845a7fb2-8d63-459d-9f9b-416fc5c4868b,6def81c8-75b2-4cba-b821-c123855f1530,Leads developer relations programs.,1
ff17d7fa-1ea0-41b7-a8c0-55218607c00d,4525c660-f09f-4f2e-a949-bf834f89ff25,"Automates infrastructure, CI/CD pipelines and deployments.",1
f6294c17-86a0-4494-b683-e663e0aba907,508590e8-6adb-4444-ae64-d2681c4548f2,Designs nutrition plans for health.,1
33f0176b-c754-42c4-8865-af3bb32549c9,59d32571-bb76-447e-9c59-f0102d33d794,Runs online marketing across channels.,1
cbe57c40-809c-4c1a-a1e2-35e448c2bb22,8fd6cd61-aaef-4df1-8d58-82a2a131c2f0,Builds digital twin systems.,1
aecabace-68a6-4e94-978c-cc4e422b0169,fafaa1bd-5bdd-455f-bd3f-708dc9ce9624,Represents country abroad.,1
bdb7954a-4f42-4184-b2b4-406443e78dd4,b60bca24-57d5-4090-9b1d-0f3c8f730d9e,Manages recovery from disasters.,1
d1d0b987-a906-427f-a49f-6bfe6fda6ba3,c50c91b1-0c6d-49d8-a00e-20ac88ee4a49,Drives DEI strategy and programs.,1
7fbdf04c-1155-48fd-8060-95b0ef7b86cd,c206a559-d3eb-4647-8a7e-910e0ec512dc,Recruits diverse talent.,1
cb61065c-1c6c-4bb2-bc71-f1e8dd1b382c,8bd57f4e-fa12-4f76-89a4-47b5fd93e62e,Performs music for live audiences.,1
92ee9b44-d540-4c7e-85db-91346faee15b,3ddb934d-6593-464f-86d7-e526f4e24fa3,Diagnoses and treats patients across general medicine.,1
ac9503d2-f2a4-49bd-8ffe-d519fc6654ac,5293d9af-e6d4-4179-8fd5-0d86c39e50ec,Produces documentary films.,1
e22b59d8-dc60-48d5-ae0b-0189a7a0bde8,a0ab0810-303b-4267-af31-0148fbaa9278,Grooms pet dogs.,1
afd763a8-8eb3-487f-a79a-08bf905fea81,4f17135d-32a2-46c4-a5d5-e0ed54cfff84,Creates technical drawings.,1
7ecbb30a-1422-4017-95a0-7a3a6e152256,e2c20bab-c529-472d-9d42-37d36857efe8,Operates UAVs commercially.,1
aea326b5-7582-48f4-a2a5-89b9060ea247,d17f9e97-7eb1-44dd-bd9b-1ff4bde9bdc2,Runs an e-commerce store without inventory.,1
9f0c3f66-fb02-4355-971e-d40abd77e9e5,3c229710-6016-4fdf-b8ef-f91572162e3a,Sells products online.,1
343560fa-846a-4455-a591-d5cba1c1c97e,4d65e2f8-07c9-4207-98e2-98342ffbda63,Commentates on competitive gaming.,1
46d26f66-fd10-4ad7-a9dd-59ac3016297a,b9018be3-ad30-4160-9016-0bc8fad9d170,Competes professionally in video games.,1
08393a13-ce29-414b-bf7c-e65d4c5b1c70,7df4b8ed-e428-4928-8b2d-eaa612a71286,Studies ecosystems and environmental interactions.,1
543c59e5-b366-458c-971d-583a5764615e,53eb31e2-2dd7-46f6-be88-d167ded1fb6b,"Studies production, distribution and consumption.",1
6fe24236-7966-4d60-9dde-0110c9f9f66c,f806ba84-22c2-4768-9c71-4732f32d6cd2,Builds edge compute systems.,1
ce6820c2-6fbb-4911-906a-4d879e41a543,a4963511-11cc-4f70-912a-99bb9c241e1c,Edits content for publication.,1
f4965f09-c13d-4e1c-aafb-1fe49b3b4b22,26231bc2-b97b-49a3-a8f5-3136fd079b59,Builds digital products for learning.,1
188d4bee-3484-4a04-8324-2f2deaac0bb0,be0b7c45-8f7e-4736-a066-708a15583b0a,Manages edtech products.,1
94b04fae-2e92-4697-a270-7f35d54dc0e6,0b1bf9b6-9f79-44c5-9f90-50d8f7eb2a32,Advises schools and learners.,1
b84cd3ca-a7b6-4bee-b796-3be226ce0bd4,34a3b935-99c2-435e-9181-09e92984d525,Manages educational programs.,1
04c7b12a-29e8-4974-92c0-66cc8985d7d3,98a0fe8e-c36e-4948-bb45-330eaffd9e52,Creates educational animations.,1
0b8823a5-01a8-4382-8de9-0b84d71937e1,4a787e5e-84f1-4602-8303-75017da1ec5b,Cares for senior citizens.,1
004176a2-3dbb-4527-9c46-40b79d6e04be,987cdcfa-c167-496f-a301-b7ad02d0c583,Administers elections.,1
a902dbb0-60e9-4ded-a1a4-69ce6687cbc1,f0e8c9d9-5c01-462f-b3e9-2060b619b4c4,Designs electrical systems and devices.,1
566f5331-c11a-49b6-bc34-dafc5c368af6,4047e6f0-ef81-47d0-a515-afca6c8c21a4,Installs and repairs electrical systems.,1
da7eb72e-48e3-4b4a-9224-b426af7e85ce,2fcf16ec-ce22-440b-b048-116cab56b469,Designs electronic circuits and devices.,1
08f30af0-63bb-42b5-b97d-5e46ee2f054a,78df5425-d479-4823-a822-7d427c0015e9,Designs and runs email campaigns.,1
8f74e7c9-ac2f-49e4-8053-1235296be977,2150344a-8f43-4f90-894c-a075395119f9,Programs firmware for hardware devices.,1
18c18e2a-5e0d-4dac-a38b-06913ed7cbf0,c1cb4d99-03fb-4a38-9696-57fce0e1cfd1,Plans disaster response.,1
ac64b446-0de8-418b-9f9e-79d950e8eca6,62323d33-a62f-4357-939d-28dcb2b5cac9,Audits energy use in buildings.,1
2cf9e1fe-9b62-4f6f-8d89-be330ba47a37,8b827a4b-e3f1-4e54-bcdc-835fb458366c,Leads software engineering teams.,1
bf13588a-22e2-4ed6-b9fc-c44104dce4f9,b1b68d9b-0a23-402b-bc51-f3c45074f8e6,Sells to large enterprise accounts.,1
7d04061e-a564-4201-b30b-565f0329f822,2bbe31fe-c45d-43cd-8378-61ee2f8cc287,Founds and grows new ventures.,1
c20a48ac-ceb3-49a2-8e0b-46297eb82932,e3012873-ec58-49ff-984a-fd63299eba97,Designs systems to protect environment.,1
b9d94265-5f35-4403-bb7e-a4b905d98bfa,79ed176e-91be-4f2a-a138-b8ed61cc6f0f,Studies disease patterns in populations.,1
0fd02393-a8c7-42fd-852b-1a8fbed68172,8d5cfece-9dff-4c29-a222-8beb8bc34750,Specializes in horse health.,1
241bddf0-8d19-4233-815b-22768b7e9df6,be866cad-71fd-445e-ba02-e84aa38ed684,Researches stocks for buy-side or sell-side.,1
af62e376-05c0-4a08-9bd3-538f3d045776,aaa62745-8383-4c9e-b2dc-df5cb3d2bec5,Provides emergency room nursing.,1
a2b217a0-0322-43ad-8709-da973d5b536f,49973a43-f5e8-4201-83eb-7486aafe7240,Implements enterprise resource planning.,1
7f2e31a5-059c-4985-b0a3-a2dd22c01276,211edb68-cfd3-4977-bce3-852dde69c95c,Evaluates environmental and social impact.,1
b1923a96-8327-406c-a68c-563e10d728fd,e1f451d6-4e01-4ca0-a764-4ccad6e00135,Teaches English to non-native speakers.,1
808d8b7e-e7c4-4873-8e7e-017724e85676,8e57590a-6864-4574-bab6-e96c21ac85c1,Provides skincare treatments.,1
3661a580-d75f-402e-bd0b-1a99fc4fc7e3,3cffa2f9-c389-4b91-ba4c-c0c4a7a49ad3,Builds data extract-transform-load pipelines.,1
8c2c2f2f-c59b-4619-ac86-694ad48ae761,5024b6c4-5ec4-4285-a729-259c345ed03d,Plans and executes events end-to-end.,1
96b83044-6bd8-4996-b867-9f72d6917728,f0e9af22-b410-4e19-9cc6-a423fb2a7b17,"Organizes weddings, conferences and parties.",1
48b20d54-d0c0-4d8e-8ce4-8b7401c55a6a,ad6940c5-347b-464b-9103-9960d83aec26,Supports executives administratively.,1
8513d287-a94a-46ba-8bf5-69f20029344a,ddc87a3a-1293-4ac9-97bb-678bef71ac90,Coaches senior leaders.,1
a0e51e91-19d4-4a60-980f-238ff96fd4b2,b99b7d67-02fd-4859-a9fc-00f12d0b1bb8,Trains and works with falcons.,1
64970876-9a07-4300-90a5-6d68b74fc631,a657dba3-d4fc-4567-9d0a-7b9d66254ae1,"Handles divorce, custody and family matters.",1
5498d249-dfa8-40cc-b8ec-7c8d97e3a34a,4d99bb18-3a41-4042-81af-d576797ad4c8,Manages investments for wealthy families.,1
e9737d54-ad2e-4841-b6bf-8596b1cd27f6,44ba77b2-2f04-449d-9394-53749d7c1a57,Cultivates crops and raises livestock.,1
b3c3e0dc-b1e1-4b3d-85b5-893656b19d03,cde8a0e5-e994-46af-a427-59c0013a8938,Buys fashion inventory for retailers.,1
1759fa90-81e8-4206-a220-a858839f6b21,40a0dbd7-8d1a-4a4d-8409-8e2d8e8d91cd,Designs apparel and accessories.,1
3c42a03c-85c9-4365-b0e7-ee933e652e68,dd07e51e-1630-4e19-8d53-daf4f825527c,Curates outfits and looks for clients.,1
bf40239d-e7e4-4be7-87d3-128145ec9d59,878c951f-dde1-47b3-aaed-8c63b836a3e0,Collects data in the field.,1
38a07c25-396e-4863-92e2-8d1bab7929a0,44d67d50-5124-4dda-b3ca-e706a04169bd,Sells in person to clients.,1
90098054-304c-4333-a0c4-3a8a0c1dbdfe,0f19d185-6851-4da2-b997-6384abbe7f04,Leads creative vision of films.,1
64bebee4-ee2b-4531-b030-83d213702a62,b55f91f0-4eeb-45cb-8a5c-c1ae1313307d,Edits footage into final films.,1
1fda164b-99f7-4760-89dd-48300a45d16f,25d0ce66-28ef-4bae-bff7-cc73f7d4d11c,Advises students on financial aid.,1
ce9133c2-19c6-4979-a91c-c9a0fc4fa283,1dd39e6f-e3d1-46fd-8108-1b4df83f94c2,Studies weather and climate.,1
207179ba-f666-4a24-8310-e04bc3c43a1c,0f12b285-e2eb-4e0b-9160-11d415780e54,Analyzes financial data to guide decisions.,1
cef17f02-7540-404d-a9a6-9726dea584fc,74e2648e-9790-4ed8-aa0a-87f959497324,Helps individuals plan finances and investments.,1
64a4147f-d862-4e0d-b54d-a2de42bf06d5,d6094082-74ae-4a9b-b012-5a68d40c61a6,Manages fintech products.,1
9af1af43-0884-48a2-9a52-426b801f8874,a4191ea9-31a8-4f9a-b43f-b626dc96db47,Designs fire safety systems.,1
4698f5c7-2952-4c5c-80fb-a20e10444d47,d68fa735-1b29-4cb7-979a-131ca3dbbd0e,Responds to fires and emergencies.,1
5f250a27-4de1-4daa-b9d9-a0cb7f7e6a6f,2b09b9db-7fb6-4fa6-99d3-c7534e766db8,Writes low-level code that runs on hardware.,1
6cad629f-f758-4eba-a605-79c04347ab43,a6568227-9883-42ce-a544-90fc4655c428,Manages fish stocks and aquaculture.,1
08a824a7-c440-4684-b5b0-c6716eb1e87f,463ee56a-1334-4a43-b59f-001ec9bbe45a,Sells fresh fish.,1
2d9e3889-8660-4576-979e-06b9dc599e0e,d273af6e-7e60-43bb-978d-352670502f4c,Manages fitness tech products.,1
595b8699-34df-45c7-82c6-200ec5d051f7,c2b2af2b-c556-4bb4-bb84-8892383c034e,Ensures safety and service on flights.,1
b4b1be88-2c59-4076-9c6e-84dd2f86185c,b099eef5-18f5-4183-bcfd-c486531af3a7,Arranges and sells flowers.,1
c69cd15d-3afe-46cc-b657-4f36a6dae961,03580e59-d83e-4bc8-8e2c-fdedb60fb73b,Builds cross-platform apps with Flutter.,1
d0282d3b-4a70-483c-ae1e-caf8095d2950,281c8bcb-e193-4491-a88b-935b5c4a417a,Reviews restaurants and food.,1
0bbc2e63-0c24-4baa-88b2-9bb83dab9aa5,747e031c-7eaf-44ed-a8c7-3099bf4d3337,Develops food products and processes.,1
64b3c1cb-5590-4d71-9b42-6f0487f71906,e437c6fd-4745-414f-bb3e-e6321965571d,Manages food tech products.,1
1fd912d9-e556-4976-9f7f-bcbb4cf7cb35,409b2495-0fef-4941-a0ba-9a2cf1df148f,Plays professional football/soccer.,1
5f3d4efa-3cfa-42cd-82d1-70a6e5d7c220,fafcf25a-a3da-47ee-950c-19c29502debf,Applies science to criminal investigations.,1
e726073d-01fe-49db-9620-2eb9df306c0f,3f3ee8a2-f64b-470a-b192-8e562adb67fd,Investigates digital crimes.,1
84e2da28-ea93-45dd-9d79-e8a254da698e,a8429dd3-1cd8-418f-b15d-7da6c2a44ce3,Leads nature-based wellness sessions.,1
ffcd6960-eb71-4c06-82c4-b20e3aafdc00,f3c4bab8-4660-4796-b250-e91fbb8fb7e6,Manages forests and woodland resources.,1
2017750c-a59b-4caf-844c-e1650831cc94,b16ab348-4005-4b96-8517-1db893811985,Manages foreign exchange operations.,1
dd5e43e6-3669-4afc-a3dd-9cbac5c395c3,2168303b-7a44-45cf-b038-ef7a40207391,Trades foreign exchange markets.,1
5e7bf0e2-cbb3-43bd-9c0f-2b261e6d7f1f,4ba267aa-ee9a-407b-9f42-3ad98542181c,Operates forklifts in warehouses.,1
723d69b5-29ba-4feb-88e6-f4b099e4760c,76b1ec49-d37a-423d-9190-9f445bfa0985,"Builds budgets, forecasts and financial plans.",1
b2ae1e6e-5b3b-495d-b539-5379a7aa9515,e90ee7b5-be08-4674-9c58-f49647d387bd,Designs programmable logic systems.,1
536700db-5633-4d83-b611-80915233592a,0158e92d-f233-478c-a742-4b2b504ab6a0,Owns and operates franchised business.,1
c59cd568-9aea-4f70-ac2e-297cefa2d8af,ee9e3563-6834-48f0-a828-78db1041a2ca,Detects and prevents fraud.,1
82a90c00-4666-4e14-804d-a404e29705f8,2334190b-7c7b-47d9-b82b-ff418ca5195a,Provides design services as a freelancer.,1
92883c76-7073-4239-af73-d96f5cddbe40,47d37a5b-0cef-427d-8ba8-ee2861b34644,Provides development services as a freelancer.,1
7bae0e3a-18f0-425c-99cd-d00ea2d9ce8d,cf82e34c-fb7b-4045-9130-520fb65b124d,Writes for clients on a freelance basis.,1
0f11a5e9-69db-48ae-b453-eb5eed7335c0,e2a5b796-17e5-4dbb-af7d-0df2e3afcb1a,Leads hotel front desk and guest services.,1
a2bb1e10-9261-43d6-b214-20ded8d09723,50d97376-1b6f-42d0-8dc1-ad11aed34872,"Builds user-facing interfaces using HTML, CSS and JavaScript frameworks.",1
cb766277-dabf-4797-832d-5aac12e5d284,56f1b4d5-7ff7-45fa-b06a-7683e735d787,Works across both frontend and backend layers of an application.,1
5f85cbc6-6def-4cd4-889a-dabf26cb4671,59059212-79bc-4205-82fb-cd830d591cf5,Raises money for nonprofits and causes.,1
5b9f1311-6448-46c7-8bac-07c699652c9d,aa45fd9a-09be-49e3-9c01-90da94c2fd65,Conducts non-religious funerals.,1
3de1a93a-4a9b-4d91-b15c-a187905c1685,cc87760f-9de6-4874-bd1f-dcca48f2ba94,Manages funeral services.,1
22812f97-c1cf-4203-80da-80544dbcb40b,cf671a89-f379-4d2f-a967-bc9917e96a1e,Operates an art gallery.,1
098f8cb6-51de-43d7-8cc5-50353575aeba,2ea4a1ac-1ab8-4bf9-b8e6-3ae5fd40bd0e,Designs learning games.,1
a5545d6d-7b8b-41ec-989b-6e5299cbc106,2e5fbe1c-ce83-47c7-b4e6-aa4952ba8833,"Designs mechanics, levels and player experiences.",1
6dbeb5bc-f3a0-4147-8f80-8c07c1f00286,7d2aff5f-3a2e-48a6-a43c-b68ae98e3135,"Builds video games for PC, mobile and console.",1
fc8e0879-da6b-4cef-82c3-1f29cf223769,cd072d61-91d5-40fb-a243-f29c8968ea48,Cultivates plants and gardens.,1
90260912-9265-415f-86b5-0ddb21a2bc57,ce83dcd2-edaf-46f5-9bc0-5e5f8d55a4de,Advises patients on genetic risks.,1
a1bd06b1-4352-4230-ab84-5694a7637e25,cf4a221b-0efe-4c9b-9480-71a60d58ca52,Studies heredity and genetic variation.,1
31b7d1ca-1ce3-4ae5-95fa-a57c951a3519,8acc96c9-847e-451a-8ebb-01b3c5575685,Studies and applies genome data.,1
f28b3898-4e19-4be0-a8d6-691cd43dbe58,0f79b314-75fc-4d76-a3fd-72f6de98e511,Studies the Earth's structure and history.,1
731de8e8-cc16-440e-8481-058cf443a1aa,74b0302a-5a5d-4a5a-9920-c011b3776e55,Studies earth materials for construction.,1
926f6bd4-f68a-4398-9c89-f0e5032d6cfa,161fded4-c117-4552-bbd4-6dddca23a7b1,Writes books for others.,1
1c9c0f38-b9a3-4817-9165-b4bed0387cef,7fe20688-156e-4f1c-a0c7-100803e39e9d,Installs glass in windows and structures.,1
c1ed9d25-ef7b-4b51-a1fc-b9967895df5f,0b158ecc-1412-4758-98f5-524d152a95da,Builds applications in Go.,1
ca2ef7d8-6dc1-4ec8-a3e0-438f31626328,f78910be-c1b0-45ef-ba89-6a05f0e846f1,Advises governments on technology.,1
f2f26c4c-1f34-409c-9b03-ce43fbb52da3,856e702d-eeb9-4e3e-900c-2bba2baa9c57,Writes proposals to secure funding.,1
b1f6521f-99aa-4046-8bdf-9dcb61f14b71,89ab919f-8699-4ee2-a9dc-9e81b18ab1aa,Creates visual content for print and digital media.,1
6d735235-8d2c-4b86-94ba-f50b8b43980c,a2eb8c61-5c8f-4a61-890d-9f0516488ca3,"Manages governance, risk and compliance.",1
d825741a-5beb-4d7a-a3be-8419ca4a5ab6,2f289f22-c874-40fe-948a-6ef2293c2ee6,Sells fresh produce.,1
e3a55afd-5e09-4d92-9034-56515698e094,0d357c9d-4587-4c61-abbd-0e71dcfb1608,Drives rapid user growth via experiments.,1
fd604ef2-92d5-4c3a-87a9-c1f169ada4b6,361de942-6880-4094-bb78-783ea17f6c11,Operates a fitness facility.,1
e79b7571-01b0-4584-8ea8-32b115247fc5,4cc35b21-173d-49ed-8d54-b6f35f9731f2,Specializes in women's reproductive health.,1
7a9b7a1d-5d02-438c-922f-9c30e76c18bd,d1bfb44a-29d0-4138-b78b-91d8c28ff195,Runs hackathons and dev events.,1
f7e714ed-b9f9-4d68-95da-8fe774b576ca,46912bbd-43f9-4646-9719-4b5bebacbc02,Cuts and styles hair professionally.,1
1bfc9f9b-64f4-4af1-8cd2-4f1c2a3dcbe5,d9336961-276d-4112-bc2b-7987a58fbbba,Designs computer hardware.,1
eed3712a-01f7-427f-ae01-895f983c131f,c179ba01-cba3-4604-961d-7786127ae2f4,Coaches clients on healthy living.,1
fc99061a-c6bf-4644-a6ca-a9ca18a71f4e,b46927da-595a-4124-9931-c556709c93dd,Manages healthcare data systems.,1
06cde0ef-468e-4920-96db-56ad3e5b465e,3ba209c9-6077-4f35-aacf-5f489b695e19,Advises healthcare organizations.,1
27b854c9-f25f-4c93-8e25-3a2aeb1e0b3a,9f02ffaf-f98d-438b-8868-163f28a4a3b9,Operates construction equipment.,1
513bf7c6-3156-4177-8823-a73106e14dcb,5c6258cf-910d-4225-ab83-e343d4d97682,Researches investment ideas at hedge funds.,1
bff4b352-bf53-4d05-aa57-cf559ec9003b,519bb1c7-d3d0-4302-847d-6515bf995014,Runs hedge fund strategies.,1
1e9ce560-4f57-4f57-976d-bf12d54330a2,4e494154-4e86-41ed-9a1a-b200e5db3ab4,Builds high-frequency trading systems.,1
a2be59d2-1922-4cf3-9705-1207bfcd5b4b,2d4a5994-bca2-48e0-acc5-daac85737420,Designs roads and highways.,1
eb5eea20-2a05-43d3-8aa0-b958b1108ced,7c63c255-f5b3-4717-969e-d1404189a3d5,Studies past events and societies.,1
2fb62cef-eef0-420c-a1c3-c7f0f5cf46c2,ef1d7f55-5e19-45cc-8c5d-51d752abb01d,Prepares tissue samples for analysis.,1
92e9a113-6968-4e0d-8335-8b1aacfa4c39,c2967430-6a65-4e79-b3f8-066e6a7ad26d,Practices homeopathic medicine.,1
774d0c41-5c3b-458a-9132-177755609238,bdb751d0-8922-4a77-8bda-f9dfae200554,Provides end-of-life nursing.,1
1f5a673a-f9d6-4922-9c93-caacf67004ad,09e3009f-dbad-4535-91a9-0d611f41580d,Provides end-of-life care.,1
2c9bacb3-cab3-4a98-9ed8-acfde8cab68c,fb63d4ee-3b08-47f5-9138-8a15cdeded24,Runs operations of healthcare facilities.,1
f1e26291-8e31-4002-b4ce-78d8ae23ff90,2327d84f-c12b-480e-83db-841a48c63dd2,Runs hospital operations.,1
316b68e6-890e-4fce-b2ef-792f52b518bc,900a5004-995d-42b9-950b-4eb2b3694053,Manages hotel operations and guest experience.,1
9d5f5068-b840-4883-8828-d521f476b8c2,a51afebd-c66d-40c0-b2f4-bc3bdc23b86f,Optimizes hotel pricing and revenue.,1
32ce7c14-63a7-4b24-a519-fdbced4d4e4d,39aef5ba-cfbc-40a1-9643-58cc4017f765,Partners with business leaders on people topics.,1
c9a6d487-e4a2-4913-9cc4-7cd042912cbf,32e1b1fe-36d3-4cc4-a8c8-a5ac3fdea848,Leads HR operations and people strategy.,1
4ad9b10e-cd4b-4b1b-84c1-1b1ee6a24f83,fb7a8414-31db-49e4-b200-4346cb54b810,Works on humanitarian missions.,1
884100e9-1e76-49ce-9f11-58284632eb0f,b8e8fa4c-86b0-4d54-a4b1-ec5d4261cbbd,Installs and services heating and cooling systems.,1
7e9d90a5-7d9a-42b9-aaf4-65e1ec9dbd61,8e32829e-eeeb-492a-a55f-499a6671a25c,Studies water systems on Earth.,1
5527b203-b9a7-4e51-b522-7d69c8bea4bd,0c29ef88-215d-4f32-9c79-850bdcd36051,Senior civil servant in Indian administration.,1
1e11bb11-5714-4ce9-9445-cb8cf9e47214,88322616-886d-4bf7-b89d-7b3274916afe,Provides intensive care nursing.,1
4003a4d4-fe95-4cc2-9c69-65e528933466,6960eddc-6585-46c6-8ef3-8108934e6730,Manages identity and access systems.,1
5407c32f-0178-4ace-bd2f-d680102dbc54,d3dd5279-bbf3-455a-8447-6bcbc32862ea,Indian foreign service diplomat.,1
4fd5d280-3ddc-4997-b897-46427a4a02e3,640d4e16-a0ca-40d9-8437-93a6050a2dcc,Creates illustrations for publications and brands.,1
871c7dd8-01e7-4f13-aef9-784ae201d41f,4ef2d69e-237a-4e18-b36a-7d1ab4900755,Leads Muslim congregations.,1
b0d68859-078d-46a7-a2c2-ce4d7381ca8c,cbd20153-7287-42da-831c-83e6a2b4961c,Helps clients with immigration matters.,1
bfaaef50-aa19-44de-bbf0-81568cc90536,7d537e66-7c07-4635-9865-cb78621ab0b5,Implements software for customers.,1
02b67dcf-f826-4f85-96a7-b84e9f02cbd3,90fa2e1b-9678-426f-a9ec-34d4dfd357de,Responds to security incidents.,1
f539bc09-6043-4b1b-9d34-ec6ec16f44a9,8d27eec1-20d5-4d9e-8118-7b6409f16ce9,Studies microorganisms.,1
ac0b6684-8f15-4890-a2ce-43dc0ac4a4ad,b0a7f40a-9aaf-406f-9a51-5608de721108,Designs physical products and consumer goods.,1
16fa22a0-98b9-4dc6-bb19-1210fc00f0f7,dbb656b8-3c0f-4e24-8f85-181abcc4020e,Optimizes complex systems and processes.,1
27c60969-5f49-4956-a134-f5a2bd4ab9a7,dfbb5b76-9933-436b-90e7-bf2cf1154562,Manages workplace health hazards.,1
225a0d15-2d41-49d9-bdf4-1748ab6dafc7,68d2af24-1864-4720-9f7a-90a0485a5c0b,Builds an audience to drive brand partnerships.,1
b45640ca-a095-46ef-acce-8916da511e2d,d0d81260-d223-4aab-b620-8965f55bdf37,Leads security programs and compliance.,1
3c0b55f9-4081-4d84-8296-0e1550cf2443,53f746bc-2f7c-4f01-ba74-4a60d2b5476f,Sells over phone and online.,1
5c0a4414-c71b-44c9-95fd-6da353d0b3c3,f6e4fb09-0801-4ff2-8775-5f8aedc61d16,Designs learning experiences and courses.,1
134c6379-9bee-46ee-b3d7-c9f1256b59db,4f4cc489-5814-4d89-a438-dce9e8c2222b,Sells insurance products to customers.,1
75a27e3b-7220-41b8-b8f9-76467733416d,7a27bc5e-2b3b-4eac-8513-7df08134acbb,Assesses risk to price insurance policies.,1
7bdf4880-e657-47d5-8141-82cef2d1ae28,9bc1d4c8-e869-4b1a-be85-f6db3f273077,Manages insurance tech products.,1
e9866b66-d9fc-42d2-9d8d-b9accf2359be,b1034123-ca23-4460-a569-2eed21e59457,"Specializes in patents, trademarks and copyrights.",1
ce5f9ac7-5fcb-40ed-8555-4b108d92ec92,782c82da-2f78-4fa3-aa4c-a58a0288f506,Analyzes intelligence data.,1
b56ce458-1cf6-4ee5-a7fb-976f85f630dd,9f5dc8af-375c-466a-b8f6-54455b46a968,Designs how users interact with digital products.,1
33eb1939-d800-4c49-8d59-1ca61b974c09,3ad49113-36c7-428c-8cb7-a0a72b552aab,Designs functional and aesthetic interior spaces.,1
a059514d-87c9-4775-a8d6-5187558a5964,0096f00f-adee-44ee-9952-20e96dfbb791,Styles spaces for shoots and clients.,1
b86f829b-b416-4f27-9af4-2f4944fd4c9b,9ef12fea-79ee-43f2-bc88-a8d60d697c8a,Supports international students.,1
b56e5ad4-e708-4868-a055-1ce847eb816e,f05eb988-71ec-4134-bc3b-26ca9873f602,Translates spoken language in real time.,1
c8b1e451-6609-4aa7-b96d-b9fb17b09bc4,816cf162-294e-449b-b936-f61fb91b90b4,Optimizes inventory levels.,1
e7fc5959-730c-4114-95c8-bae4a141b425,09df3a18-98de-4bf8-805d-d1c92b5ff683,Conducts in-depth news investigations.,1
d16eab59-85bf-418f-b1d8-e89954054ff0,747e0c34-bee9-4f1d-ba2c-3267ed6fcda3,Analyzes investment opportunities.,1
16f3d88c-0e51-4130-aa6f-61bc039a4229,c820ea99-c4ad-4dfe-bf09-0abc80167591,"Advises on M&A, IPOs and capital raises.",1
478d832c-98d3-469c-9205-7c4a7ddbe7a2,390ae1f8-7ffd-417d-aff7-a4b4d0ec007e,Manages communication with investors.,1
d59c3924-74df-43a4-b428-2d17db338bc8,fcf523d4-addb-438d-bb8d-4c70c2f7ae2e,Builds native applications for Apple platforms using Swift.,1
dc0db896-2050-456d-9464-0f85a5dee315,67790cf9-d633-493e-bfe9-8621bf45dd2f,Builds connected device ecosystems.,1
b771fcc8-0789-4f02-a9e7-8140c0d7da42,358637b6-4b76-4a97-aa65-72cf32a68c6b,Senior officer in Indian police services.,1
8f5ce7eb-4716-419f-8fbf-2878c6902a4f,7a3c003f-86e4-4952-8866-6f2ee482aed6,Builds Java-based applications.,1
65bb4577-7587-4136-ab95-44672491b8e5,1454e2a6-17b9-478a-8d50-e62d433843a1,"Designs, makes and repairs jewelry.",1
468542f7-8100-410c-a683-5628ed0ae65b,5980147c-be45-4223-806f-8d2468cf5579,"Reports news for print, broadcast or digital media.",1
5240bd1c-67ac-4712-84cd-d2b6f9f5c849,c6deff8c-e2cd-49e5-95fa-9c215bcfcc19,Presides over court proceedings.,1
96bb2d68-7a46-4eb9-9c1a-ec9753e90aae,102a06de-25c3-4fe0-b522-3d21f062812d,Entry-level data analytics role.,1
76656fdf-a337-4170-9752-6429941c2a2a,000a0175-21eb-4eca-9a69-d12df693f25b,Verifies customer identities.,1
699ff248-81f7-404e-b32d-29330e44aa2a,55910ece-22d7-4278-adee-4c22e7442f7f,Supports scientific lab operations.,1
62956f90-ca04-4182-bf03-fdf8c959a726,e1f474fd-b5b0-405e-9568-925d1dbdbd90,Advises on breastfeeding.,1
0d027135-407f-4d08-8b8e-cca28f9f37b2,d7210b81-6639-42bf-a811-37bf3b3bcad9,Designs outdoor spaces and environments.,1
f934ba01-49ad-40d6-984f-6786e3322172,802663f1-b653-48c8-bc73-bbdb4e8ca476,Designs and maintains outdoor spaces.,1
024ac0c3-2be5-4d35-8056-629ebc72ae24,2c525628-9ed5-455a-99bb-fe854a2eb1d9,Provides legal advice and represents clients.,1
